"cd_Ugestora","dt_Ano","de_Ugestora","nu_CNPJ","cd_Ibge","tp_NaturezaJuridica","tp_Administracao","dt_Cadastro","Status","cd_Chave","cd_Municipio"
"101108","2006","Câmara Municipal de Mãe d'Água","","250870305","1","1","","1","","108"
"101108","2007","Câmara Municipal de Mãe d'Água","","250870305","1","1","","1","","108"
"101108","2008","Câmara Municipal de Mãe d'Água","","250870305","1","1","","1","","108"
"101108","2009","Câmara Municipal de Mãe d'Água","","250870305","1","1","","1","","108"
"101108","2010","Câmara Municipal de Mãe d'Água","","250870305","1","1","","1","","108"
"101108","2011","Câmara Municipal de Mãe d'Água","","250870305","1","1","","1","","108"
"101108","2012","Câmara Municipal de Mãe d'Água","","250870305","1","1","","1","","108"
"101108","2013","Câmara Municipal de Mãe d'Água","","250870305","1","1","","1","","108"
"101108","2014","Câmara Municipal de Mãe d'Água","","250870305","1","1","","1","","108"
"101108","2015","Câmara Municipal de Mãe d'Água","","250870305","1","1","","1","","108"
"101108","2016","Câmara Municipal de Mãe d'Água","","250870305","1","1","","1","","108"
"101109","2003","Câmara Municipal de Malta","","250880205","1","1","","1","","109"
"101109","2004","Câmara Municipal de Malta","","250880205","1","1","","1","","109"
"101109","2005","Câmara Municipal de Malta","","250880205","1","1","","1","","109"
"101109","2006","Câmara Municipal de Malta","","250880205","1","1","","1","","109"
"101109","2007","Câmara Municipal de Malta","","250880205","1","1","","1","","109"
"101109","2008","Câmara Municipal de Malta","","250880205","1","1","","1","","109"
"101109","2009","Câmara Municipal de Malta","","250880205","1","1","","1","","109"
"101109","2010","Câmara Municipal de Malta","","250880205","1","1","","1","","109"
"101109","2011","Câmara Municipal de Malta","","250880205","1","1","","1","","109"
"101109","2012","Câmara Municipal de Malta","","250880205","1","1","","1","","109"
"101109","2013","Câmara Municipal de Malta","","250880205","1","1","","1","","109"
"101109","2014","Câmara Municipal de Malta","","250880205","1","1","","1","","109"
"101109","2015","Câmara Municipal de Malta","","250880205","1","1","","1","","109"
"101109","2016","Câmara Municipal de Malta","","250880205","1","1","","1","","109"
"101110","2003","Câmara Municipal de Mamanguape","","250890105","1","1","","1","","110"
"101110","2004","Câmara Municipal de Mamanguape","","250890105","1","1","","1","","110"
"101110","2005","Câmara Municipal de Mamanguape","","250890105","1","1","","1","","110"
"101110","2006","Câmara Municipal de Mamanguape","","250890105","1","1","","1","","110"
"101110","2007","Câmara Municipal de Mamanguape","","250890105","1","1","","1","","110"
"101110","2008","Câmara Municipal de Mamanguape","","250890105","1","1","","1","","110"
"101110","2009","Câmara Municipal de Mamanguape","","250890105","1","1","","1","","110"
"101110","2010","Câmara Municipal de Mamanguape","","250890105","1","1","","1","","110"
"101110","2011","Câmara Municipal de Mamanguape","","250890105","1","1","","1","","110"
"101110","2012","Câmara Municipal de Mamanguape","","250890105","1","1","","1","","110"
"101110","2013","Câmara Municipal de Mamanguape","","250890105","1","1","","1","","110"
"101110","2014","Câmara Municipal de Mamanguape","","250890105","1","1","","1","","110"
"101110","2015","Câmara Municipal de Mamanguape","","250890105","1","1","","1","","110"
"101110","2016","Câmara Municipal de Mamanguape","","250890105","1","1","","1","","110"
"101111","2003","Câmara Municipal de Manaíra","","250900805","1","1","","1","","111"
"101111","2004","Câmara Municipal de Manaíra","","250900805","1","1","","1","","111"
"101111","2005","Câmara Municipal de Manaíra","","250900805","1","1","","1","","111"
"101111","2006","Câmara Municipal de Manaíra","","250900805","1","1","","1","","111"
"101111","2007","Câmara Municipal de Manaíra","","250900805","1","1","","1","","111"
"101111","2008","Câmara Municipal de Manaíra","","250900805","1","1","","1","","111"
"101111","2009","Câmara Municipal de Manaíra","","250900805","1","1","","1","","111"
"101111","2010","Câmara Municipal de Manaíra","","250900805","1","1","","1","","111"
"101111","2011","Câmara Municipal de Manaíra","","250900805","1","1","","1","","111"
"101111","2012","Câmara Municipal de Manaíra","","250900805","1","1","","1","","111"
"101111","2013","Câmara Municipal de Manaíra","","250900805","1","1","","1","","111"
"101111","2014","Câmara Municipal de Manaíra","","250900805","1","1","","1","","111"
"101111","2015","Câmara Municipal de Manaíra","","250900805","1","1","","1","","111"
"101111","2016","Câmara Municipal de Manaíra","","250900805","1","1","","1","","111"
"101112","2003","Câmara Municipal de Marcação","","250905705","1","1","","1","","112"
"101112","2004","Câmara Municipal de Marcação","","250905705","1","1","","1","","112"
"101112","2005","Câmara Municipal de Marcação","","250905705","1","1","","1","","112"
"101112","2006","Câmara Municipal de Marcação","","250905705","1","1","","1","","112"
"101112","2007","Câmara Municipal de Marcação","","250905705","1","1","","1","","112"
"101112","2008","Câmara Municipal de Marcação","","250905705","1","1","","1","","112"
"101112","2009","Câmara Municipal de Marcação","","250905705","1","1","","1","","112"
"101112","2010","Câmara Municipal de Marcação","","250905705","1","1","","1","","112"
"101112","2011","Câmara Municipal de Marcação","","250905705","1","1","","1","","112"
"101112","2012","Câmara Municipal de Marcação","","250905705","1","1","","1","","112"
"101112","2013","Câmara Municipal de Marcação","","250905705","1","1","","1","","112"
"101112","2014","Câmara Municipal de Marcação","","250905705","1","1","","1","","112"
"101112","2015","Câmara Municipal de Marcação","","250905705","1","1","","1","","112"
"101112","2016","Câmara Municipal de Marcação","","250905705","1","1","","1","","112"
"101113","2003","Câmara Municipal de Mari","","250910705","1","1","","1","","113"
"101113","2004","Câmara Municipal de Mari","","250910705","1","1","","1","","113"
"101113","2005","Câmara Municipal de Mari","","250910705","1","1","","1","","113"
"101113","2006","Câmara Municipal de Mari","","250910705","1","1","","1","","113"
"101113","2007","Câmara Municipal de Mari","","250910705","1","1","","1","","113"
"101113","2008","Câmara Municipal de Mari","","250910705","1","1","","1","","113"
"101113","2009","Câmara Municipal de Mari","","250910705","1","1","","1","","113"
"101113","2010","Câmara Municipal de Mari","","250910705","1","1","","1","","113"
"101113","2011","Câmara Municipal de Mari","","250910705","1","1","","1","","113"
"101113","2012","Câmara Municipal de Mari","","250910705","1","1","","1","","113"
"101113","2013","Câmara Municipal de Mari","","250910705","1","1","","1","","113"
"101113","2014","Câmara Municipal de Mari","","250910705","1","1","","1","","113"
"101113","2015","Câmara Municipal de Mari","","250910705","1","1","","1","","113"
"101113","2016","Câmara Municipal de Mari","","250910705","1","1","","1","","113"
"101114","2003","Câmara Municipal de Marizópolis","","250915605","1","1","","1","","114"
"101114","2004","Câmara Municipal de Marizópolis","","250915605","1","1","","1","","114"
"101114","2005","Câmara Municipal de Marizópolis","","250915605","1","1","","1","","114"
"101114","2006","Câmara Municipal de Marizópolis","","250915605","1","1","","1","","114"
"101114","2007","Câmara Municipal de Marizópolis","","250915605","1","1","","1","","114"
"101114","2008","Câmara Municipal de Marizópolis","","250915605","1","1","","1","","114"
"101114","2009","Câmara Municipal de Marizópolis","","250915605","1","1","","1","","114"
"101114","2010","Câmara Municipal de Marizópolis","","250915605","1","1","","1","","114"
"101114","2011","Câmara Municipal de Marizópolis","","250915605","1","1","","1","","114"
"101114","2012","Câmara Municipal de Marizópolis","","250915605","1","1","","1","","114"
"101114","2013","Câmara Municipal de Marizópolis","","250915605","1","1","","1","","114"
"101114","2014","Câmara Municipal de Marizópolis","","250915605","1","1","","1","","114"
"101114","2015","Câmara Municipal de Marizópolis","","250915605","1","1","","1","","114"
"101114","2016","Câmara Municipal de Marizópolis","","250915605","1","1","","1","","114"
"101115","2003","Câmara Municipal de Massaranduba","","250920605","1","1","","1","","115"
"101115","2004","Câmara Municipal de Massaranduba","","250920605","1","1","","1","","115"
"101115","2005","Câmara Municipal de Massaranduba","","250920605","1","1","","1","","115"
"101115","2006","Câmara Municipal de Massaranduba","","250920605","1","1","","1","","115"
"101115","2007","Câmara Municipal de Massaranduba","","250920605","1","1","","1","","115"
"101115","2008","Câmara Municipal de Massaranduba","","250920605","1","1","","1","","115"
"101115","2009","Câmara Municipal de Massaranduba","","250920605","1","1","","1","","115"
"101115","2010","Câmara Municipal de Massaranduba","","250920605","1","1","","1","","115"
"101115","2011","Câmara Municipal de Massaranduba","","250920605","1","1","","1","","115"
"101115","2012","Câmara Municipal de Massaranduba","","250920605","1","1","","1","","115"
"101115","2013","Câmara Municipal de Massaranduba","","250920605","1","1","","1","","115"
"101115","2014","Câmara Municipal de Massaranduba","","250920605","1","1","","1","","115"
"101115","2015","Câmara Municipal de Massaranduba","","250920605","1","1","","1","","115"
"101115","2016","Câmara Municipal de Massaranduba","","250920605","1","1","","1","","115"
"101116","2003","Câmara Municipal de Mataraca","","250930505","1","1","","1","","116"
"101116","2004","Câmara Municipal de Mataraca","","250930505","1","1","","1","","116"
"101116","2005","Câmara Municipal de Mataraca","","250930505","1","1","","1","","116"
"101116","2006","Câmara Municipal de Mataraca","","250930505","1","1","","1","","116"
"101116","2007","Câmara Municipal de Mataraca","","250930505","1","1","","1","","116"
"101116","2008","Câmara Municipal de Mataraca","","250930505","1","1","","1","","116"
"101116","2009","Câmara Municipal de Mataraca","","250930505","1","1","","1","","116"
"101116","2010","Câmara Municipal de Mataraca","","250930505","1","1","","1","","116"
"101116","2011","Câmara Municipal de Mataraca","","250930505","1","1","","1","","116"
"101116","2012","Câmara Municipal de Mataraca","","250930505","1","1","","1","","116"
"101116","2013","Câmara Municipal de Mataraca","","250930505","1","1","","1","","116"
"101116","2014","Câmara Municipal de Mataraca","","250930505","1","1","","1","","116"
"101116","2015","Câmara Municipal de Mataraca","","250930505","1","1","","1","","116"
"101116","2016","Câmara Municipal de Mataraca","","250930505","1","1","","1","","116"
"101117","2003","Câmara Municipal de Matinhas","","250933905","1","1","","1","","117"
"101117","2004","Câmara Municipal de Matinhas","","250933905","1","1","","1","","117"
"101117","2005","Câmara Municipal de Matinhas","","250933905","1","1","","1","","117"
"101117","2006","Câmara Municipal de Matinhas","","250933905","1","1","","1","","117"
"101117","2007","Câmara Municipal de Matinhas","","250933905","1","1","","1","","117"
"101117","2008","Câmara Municipal de Matinhas","","250933905","1","1","","1","","117"
"101117","2009","Câmara Municipal de Matinhas","","250933905","1","1","","1","","117"
"101117","2010","Câmara Municipal de Matinhas","","250933905","1","1","","1","","117"
"101117","2011","Câmara Municipal de Matinhas","","250933905","1","1","","1","","117"
"101117","2012","Câmara Municipal de Matinhas","","250933905","1","1","","1","","117"
"101117","2013","Câmara Municipal de Matinhas","","250933905","1","1","","1","","117"
"101117","2014","Câmara Municipal de Matinhas","","250933905","1","1","","1","","117"
"101117","2015","Câmara Municipal de Matinhas","","250933905","1","1","","1","","117"
"101117","2016","Câmara Municipal de Matinhas","","250933905","1","1","","1","","117"
"101118","2003","Câmara Municipal de Mato Grosso","","250937005","1","1","","1","","118"
"101118","2004","Câmara Municipal de Mato Grosso","","250937005","1","1","","1","","118"
"101118","2005","Câmara Municipal de Mato Grosso","","250937005","1","1","","1","","118"
"101118","2006","Câmara Municipal de Mato Grosso","","250937005","1","1","","1","","118"
"101118","2007","Câmara Municipal de Mato Grosso","","250937005","1","1","","1","","118"
"101118","2008","Câmara Municipal de Mato Grosso","","250937005","1","1","","1","","118"
"101118","2009","Câmara Municipal de Mato Grosso","","250937005","1","1","","1","","118"
"101118","2010","Câmara Municipal de Mato Grosso","","250937005","1","1","","1","","118"
"101118","2011","Câmara Municipal de Mato Grosso","","250937005","1","1","","1","","118"
"101118","2012","Câmara Municipal de Mato Grosso","","250937005","1","1","","1","","118"
"101118","2013","Câmara Municipal de Mato Grosso","","250937005","1","1","","1","","118"
"101118","2014","Câmara Municipal de Mato Grosso","","250937005","1","1","","1","","118"
"101118","2015","Câmara Municipal de Mato Grosso","","250937005","1","1","","1","","118"
"101118","2016","Câmara Municipal de Mato Grosso","","250937005","1","1","","1","","118"
"101119","2003","Câmara Municipal de Maturéia","","250939605","1","1","","1","","119"
"101119","2004","Câmara Municipal de Maturéia","","250939605","1","1","","1","","119"
"101119","2005","Câmara Municipal de Maturéia","","250939605","1","1","","1","","119"
"101119","2006","Câmara Municipal de Maturéia","","250939605","1","1","","1","","119"
"101119","2007","Câmara Municipal de Maturéia","","250939605","1","1","","1","","119"
"101119","2008","Câmara Municipal de Maturéia","","250939605","1","1","","1","","119"
"101119","2009","Câmara Municipal de Maturéia","","250939605","1","1","","1","","119"
"101119","2010","Câmara Municipal de Maturéia","","250939605","1","1","","1","","119"
"101119","2011","Câmara Municipal de Maturéia","","250939605","1","1","","1","","119"
"101119","2012","Câmara Municipal de Maturéia","","250939605","1","1","","1","","119"
"101119","2013","Câmara Municipal de Maturéia","","250939605","1","1","","1","","119"
"101119","2014","Câmara Municipal de Maturéia","","250939605","1","1","","1","","119"
"101119","2015","Câmara Municipal de Maturéia","","250939605","1","1","","1","","119"
"101119","2016","Câmara Municipal de Maturéia","","250939605","1","1","","1","","119"
"101120","2003","Câmara Municipal de Mogeiro","","250940405","1","1","","1","","120"
"101120","2004","Câmara Municipal de Mogeiro","","250940405","1","1","","1","","120"
"101120","2005","Câmara Municipal de Mogeiro","","250940405","1","1","","1","","120"
"101120","2006","Câmara Municipal de Mogeiro","","250940405","1","1","","1","","120"
"101120","2007","Câmara Municipal de Mogeiro","","250940405","1","1","","1","","120"
"101120","2008","Câmara Municipal de Mogeiro","","250940405","1","1","","1","","120"
"101120","2009","Câmara Municipal de Mogeiro","","250940405","1","1","","1","","120"
"101120","2010","Câmara Municipal de Mogeiro","","250940405","1","1","","1","","120"
"101120","2011","Câmara Municipal de Mogeiro","","250940405","1","1","","1","","120"
"101120","2012","Câmara Municipal de Mogeiro","","250940405","1","1","","1","","120"
"101120","2013","Câmara Municipal de Mogeiro","","250940405","1","1","","1","","120"
"101120","2014","Câmara Municipal de Mogeiro","","250940405","1","1","","1","","120"
"101120","2015","Câmara Municipal de Mogeiro","","250940405","1","1","","1","","120"
"101120","2016","Câmara Municipal de Mogeiro","","250940405","1","1","","1","","120"
"101121","2003","Câmara Municipal de Montadas","","250950305","1","1","","1","","121"
"101121","2004","Câmara Municipal de Montadas","","250950305","1","1","","1","","121"
"101121","2005","Câmara Municipal de Montadas","","250950305","1","1","","1","","121"
"101121","2006","Câmara Municipal de Montadas","","250950305","1","1","","1","","121"
"101121","2007","Câmara Municipal de Montadas","","250950305","1","1","","1","","121"
"101121","2008","Câmara Municipal de Montadas","","250950305","1","1","","1","","121"
"101121","2009","Câmara Municipal de Montadas","","250950305","1","1","","1","","121"
"101121","2010","Câmara Municipal de Montadas","","250950305","1","1","","1","","121"
"101121","2011","Câmara Municipal de Montadas","","250950305","1","1","","1","","121"
"101121","2012","Câmara Municipal de Montadas","","250950305","1","1","","1","","121"
"101121","2013","Câmara Municipal de Montadas","","250950305","1","1","","1","","121"
"101121","2014","Câmara Municipal de Montadas","","250950305","1","1","","1","","121"
"101121","2015","Câmara Municipal de Montadas","","250950305","1","1","","1","","121"
"101121","2016","Câmara Municipal de Montadas","","250950305","1","1","","1","","121"
"101122","2003","Câmara Municipal de Monte Horebe","","250960205","1","1","","1","","122"
"101122","2004","Câmara Municipal de Monte Horebe","","250960205","1","1","","1","","122"
"101122","2005","Câmara Municipal de Monte Horebe","","250960205","1","1","","1","","122"
"101122","2006","Câmara Municipal de Monte Horebe","","250960205","1","1","","1","","122"
"101122","2007","Câmara Municipal de Monte Horebe","","250960205","1","1","","1","","122"
"101122","2008","Câmara Municipal de Monte Horebe","","250960205","1","1","","1","","122"
"101122","2009","Câmara Municipal de Monte Horebe","","250960205","1","1","","1","","122"
"101122","2010","Câmara Municipal de Monte Horebe","","250960205","1","1","","1","","122"
"101122","2011","Câmara Municipal de Monte Horebe","","250960205","1","1","","1","","122"
"101122","2012","Câmara Municipal de Monte Horebe","","250960205","1","1","","1","","122"
"101122","2013","Câmara Municipal de Monte Horebe","","250960205","1","1","","1","","122"
"101122","2014","Câmara Municipal de Monte Horebe","","250960205","1","1","","1","","122"
"101122","2015","Câmara Municipal de Monte Horebe","","250960205","1","1","","1","","122"
"101122","2016","Câmara Municipal de Monte Horebe","","250960205","1","1","","1","","122"
"101123","2003","Câmara Municipal de Monteiro","","250970105","1","1","","1","","123"
"101123","2004","Câmara Municipal de Monteiro","","250970105","1","1","","1","","123"
"101123","2005","Câmara Municipal de Monteiro","","250970105","1","1","","1","","123"
"101123","2006","Câmara Municipal de Monteiro","","250970105","1","1","","1","","123"
"101123","2007","Câmara Municipal de Monteiro","","250970105","1","1","","1","","123"
"101123","2008","Câmara Municipal de Monteiro","","250970105","1","1","","1","","123"
"101123","2009","Câmara Municipal de Monteiro","","250970105","1","1","","1","","123"
"101123","2010","Câmara Municipal de Monteiro","","250970105","1","1","","1","","123"
"101123","2011","Câmara Municipal de Monteiro","","250970105","1","1","","1","","123"
"101123","2012","Câmara Municipal de Monteiro","","250970105","1","1","","1","","123"
"101123","2013","Câmara Municipal de Monteiro","","250970105","1","1","","1","","123"
"101123","2014","Câmara Municipal de Monteiro","","250970105","1","1","","1","","123"
"101123","2015","Câmara Municipal de Monteiro","","250970105","1","1","","1","","123"
"101123","2016","Câmara Municipal de Monteiro","","250970105","1","1","","1","","123"
"101124","2003","Câmara Municipal de Mulungu","","250980005","1","1","","1","","124"
"101124","2004","Câmara Municipal de Mulungu","","250980005","1","1","","1","","124"
"101124","2005","Câmara Municipal de Mulungu","","250980005","1","1","","1","","124"
"101124","2006","Câmara Municipal de Mulungu","","250980005","1","1","","1","","124"
"101124","2007","Câmara Municipal de Mulungu","","250980005","1","1","","1","","124"
"101124","2008","Câmara Municipal de Mulungu","","250980005","1","1","","1","","124"
"101124","2009","Câmara Municipal de Mulungu","","250980005","1","1","","1","","124"
"101124","2010","Câmara Municipal de Mulungu","","250980005","1","1","","1","","124"
"101124","2011","Câmara Municipal de Mulungu","","250980005","1","1","","1","","124"
"101124","2012","Câmara Municipal de Mulungu","","250980005","1","1","","1","","124"
"101124","2013","Câmara Municipal de Mulungu","","250980005","1","1","","1","","124"
"101124","2014","Câmara Municipal de Mulungu","","250980005","1","1","","1","","124"
"101124","2015","Câmara Municipal de Mulungu","","250980005","1","1","","1","","124"
"101124","2016","Câmara Municipal de Mulungu","","250980005","1","1","","1","","124"
"101125","2003","Câmara Municipal de Natuba","","250990905","1","1","","1","","125"
"101125","2004","Câmara Municipal de Natuba","","250990905","1","1","","1","","125"
"101125","2005","Câmara Municipal de Natuba","","250990905","1","1","","1","","125"
"101125","2006","Câmara Municipal de Natuba","","250990905","1","1","","1","","125"
"101125","2007","Câmara Municipal de Natuba","","250990905","1","1","","1","","125"
"101125","2008","Câmara Municipal de Natuba","","250990905","1","1","","1","","125"
"101125","2009","Câmara Municipal de Natuba","","250990905","1","1","","1","","125"
"101125","2010","Câmara Municipal de Natuba","","250990905","1","1","","1","","125"
"101125","2011","Câmara Municipal de Natuba","","250990905","1","1","","1","","125"
"101125","2012","Câmara Municipal de Natuba","","250990905","1","1","","1","","125"
"101125","2013","Câmara Municipal de Natuba","","250990905","1","1","","1","","125"
"101125","2014","Câmara Municipal de Natuba","","250990905","1","1","","1","","125"
"101125","2015","Câmara Municipal de Natuba","","250990905","1","1","","1","","125"
"101125","2016","Câmara Municipal de Natuba","","250990905","1","1","","1","","125"
"101126","2003","Câmara Municipal de Nazarezinho","","251000605","1","1","","1","","126"
"101126","2004","Câmara Municipal de Nazarezinho","","251000605","1","1","","1","","126"
"101126","2005","Câmara Municipal de Nazarezinho","","251000605","1","1","","1","","126"
"101126","2006","Câmara Municipal de Nazarezinho","","251000605","1","1","","1","","126"
"101126","2007","Câmara Municipal de Nazarezinho","","251000605","1","1","","1","","126"
"101126","2008","Câmara Municipal de Nazarezinho","","251000605","1","1","","1","","126"
"101126","2009","Câmara Municipal de Nazarezinho","","251000605","1","1","","1","","126"
"101126","2010","Câmara Municipal de Nazarezinho","","251000605","1","1","","1","","126"
"101126","2011","Câmara Municipal de Nazarezinho","","251000605","1","1","","1","","126"
"101126","2012","Câmara Municipal de Nazarezinho","","251000605","1","1","","1","","126"
"101126","2013","Câmara Municipal de Nazarezinho","","251000605","1","1","","1","","126"
"101126","2014","Câmara Municipal de Nazarezinho","","251000605","1","1","","1","","126"
"101126","2015","Câmara Municipal de Nazarezinho","","251000605","1","1","","1","","126"
"101126","2016","Câmara Municipal de Nazarezinho","","251000605","1","1","","1","","126"
"101127","2003","Câmara Municipal de Nova Floresta","","251010505","1","1","","1","","127"
"101127","2004","Câmara Municipal de Nova Floresta","","251010505","1","1","","1","","127"
"101127","2005","Câmara Municipal de Nova Floresta","","251010505","1","1","","1","","127"
"101127","2006","Câmara Municipal de Nova Floresta","","251010505","1","1","","1","","127"
"101127","2007","Câmara Municipal de Nova Floresta","","251010505","1","1","","1","","127"
"101127","2008","Câmara Municipal de Nova Floresta","","251010505","1","1","","1","","127"
"101127","2009","Câmara Municipal de Nova Floresta","","251010505","1","1","","1","","127"
"101127","2010","Câmara Municipal de Nova Floresta","","251010505","1","1","","1","","127"
"101127","2011","Câmara Municipal de Nova Floresta","","251010505","1","1","","1","","127"
"101127","2012","Câmara Municipal de Nova Floresta","","251010505","1","1","","1","","127"
"101127","2013","Câmara Municipal de Nova Floresta","","251010505","1","1","","1","","127"
"101127","2014","Câmara Municipal de Nova Floresta","","251010505","1","1","","1","","127"
"101127","2015","Câmara Municipal de Nova Floresta","","251010505","1","1","","1","","127"
"101127","2016","Câmara Municipal de Nova Floresta","","251010505","1","1","","1","","127"
"101128","2003","Câmara Municipal de Nova Olinda","","251020405","1","1","","1","","128"
"101128","2004","Câmara Municipal de Nova Olinda","","251020405","1","1","","1","","128"
"101128","2005","Câmara Municipal de Nova Olinda","","251020405","1","1","","1","","128"
"101128","2006","Câmara Municipal de Nova Olinda","","251020405","1","1","","1","","128"
"101128","2007","Câmara Municipal de Nova Olinda","","251020405","1","1","","1","","128"
"101128","2008","Câmara Municipal de Nova Olinda","","251020405","1","1","","1","","128"
"101128","2009","Câmara Municipal de Nova Olinda","","251020405","1","1","","1","","128"
"101128","2010","Câmara Municipal de Nova Olinda","","251020405","1","1","","1","","128"
"101128","2011","Câmara Municipal de Nova Olinda","","251020405","1","1","","1","","128"
"101128","2012","Câmara Municipal de Nova Olinda","","251020405","1","1","","1","","128"
"101128","2013","Câmara Municipal de Nova Olinda","","251020405","1","1","","1","","128"
"101128","2014","Câmara Municipal de Nova Olinda","","251020405","1","1","","1","","128"
"101128","2015","Câmara Municipal de Nova Olinda","","251020405","1","1","","1","","128"
"101128","2016","Câmara Municipal de Nova Olinda","","251020405","1","1","","1","","128"
"101129","2003","Câmara Municipal de Nova Palmeira","","251030305","1","1","","1","","129"
"101129","2004","Câmara Municipal de Nova Palmeira","","251030305","1","1","","1","","129"
"101129","2005","Câmara Municipal de Nova Palmeira","","251030305","1","1","","1","","129"
"101129","2006","Câmara Municipal de Nova Palmeira","","251030305","1","1","","1","","129"
"101129","2007","Câmara Municipal de Nova Palmeira","","251030305","1","1","","1","","129"
"101129","2008","Câmara Municipal de Nova Palmeira","","251030305","1","1","","1","","129"
"101129","2009","Câmara Municipal de Nova Palmeira","","251030305","1","1","","1","","129"
"101129","2010","Câmara Municipal de Nova Palmeira","","251030305","1","1","","1","","129"
"101129","2011","Câmara Municipal de Nova Palmeira","","251030305","1","1","","1","","129"
"101129","2012","Câmara Municipal de Nova Palmeira","","251030305","1","1","","1","","129"
"101129","2013","Câmara Municipal de Nova Palmeira","","251030305","1","1","","1","","129"
"101129","2014","Câmara Municipal de Nova Palmeira","","251030305","1","1","","1","","129"
"101129","2015","Câmara Municipal de Nova Palmeira","","251030305","1","1","","1","","129"
"101129","2016","Câmara Municipal de Nova Palmeira","","251030305","1","1","","1","","129"
"101130","2003","Câmara Municipal de Olho d'Água","","251040205","1","1","","1","","130"
"101130","2004","Câmara Municipal de Olho d'Água","","251040205","1","1","","1","","130"
"101130","2005","Câmara Municipal de Olho d'Água","","251040205","1","1","","1","","130"
"101130","2006","Câmara Municipal de Olho d'Água","","251040205","1","1","","1","","130"
"101130","2007","Câmara Municipal de Olho d'Água","","251040205","1","1","","1","","130"
"101130","2008","Câmara Municipal de Olho d'Água","","251040205","1","1","","1","","130"
"101130","2009","Câmara Municipal de Olho d'Água","","251040205","1","1","","1","","130"
"101130","2010","Câmara Municipal de Olho d'Água","","251040205","1","1","","1","","130"
"101130","2011","Câmara Municipal de Olho d'Água","","251040205","1","1","","1","","130"
"101130","2012","Câmara Municipal de Olho d'Água","","251040205","1","1","","1","","130"
"101130","2013","Câmara Municipal de Olho d'Água","","251040205","1","1","","1","","130"
"101130","2014","Câmara Municipal de Olho d'Água","","251040205","1","1","","1","","130"
"101130","2015","Câmara Municipal de Olho d'Água","","251040205","1","1","","1","","130"
"101130","2016","Câmara Municipal de Olho d'Água","","251040205","1","1","","1","","130"
